month,subject,date,ni_file,n_ref_onsets,n_target_onsets,n_matched_onsets,mean_diff,std_diff,mean_abs_diff,median_diff,median_abs_diff,min_diff,max_diff,name,Q1,Q2,datetime
5月,4,20250516,8_20250516_135654_ni.txt,153.0,249.0,249.0,0.0417843373493973,0.1217058876472898,0.1143345381526104,0.0657000000000067,0.0989000000000004,-0.2057000000000002,0.2093999999999951,nakamura_0516,66.0,86.0,2025-05-16 13:57:06
5月,4,20250516,9_20250516_135837_ni.txt,127.0,302.0,302.0,0.0664768211920525,0.1973510196564282,0.1230033112582779,0.0418500000000001,0.1188999999999964,-0.371500000000001,1.5594000000000108,nakamura_0516,77.0,91.0,2025-05-16 13:58:49
5月,4,20250521,1_20250521_133238_ni.txt,127.0,252.0,252.0,0.0508972222222231,0.1967100497757055,0.1027630952380958,0.0257499999999986,0.0578000000000002,-0.3778000000000006,1.6136000000000053,nakamura_0521,65.0,76.0,2025-05-21 13:34:46
5月,4,20250521,2_20250521_133435_ni.txt,153.0,244.0,244.0,0.0385954918032785,0.1148925707238948,0.0912266393442623,0.0476500000000008,0.0711500000000011,-0.202300000000001,0.6972000000000094,nakamura_0521,65.0,81.0,2025-05-21 13:41:02
5月,4,20250521,3_20250521_134047_ni.txt,153.0,259.0,259.0,0.0323602316602318,0.1043461539638649,0.0892359073359074,0.0446000000000026,0.0743000000000009,-0.2073999999999998,0.2115000000000009,nakamura_0521,67.0,82.0,2025-05-21 13:46:07
5月,4,20250521,4_20250521_134556_ni.txt,153.0,261.0,261.0,0.031360153256705,0.1034758750937305,0.0893831417624521,0.0447999999999986,0.0724000000000018,-0.2041000000000039,0.2265000000000014,nakamura_0521,50.0,50.0,2025-05-21 13:46:13
5月,4,20250521,5_20250521_135129_ni.txt,153.0,245.0,245.0,0.0147726530612248,0.1070715874729688,0.0888722448979592,0.0482999999999975,0.0727999999999937,-0.2037999999999975,0.2066999999999978,nakamura_0521,68.0,86.0,2025-05-21 13:51:40
5月,4,20250521,6_20250521_135715_ni.txt,153.0,238.0,238.0,0.033382773109244,0.0998879043865173,0.0836760504201682,0.0455999999999967,0.0657499999999995,-0.2064000000000021,0.2064999999999983,nakamura_0521,57.0,80.0,2025-05-21 13:57:33
5月,4,20250521,7_20250521_141115_ni.txt,153.0,270.0,270.0,0.0270555555555553,0.1130351467246438,0.0969644444444444,0.0503999999999997,0.0889000000000006,-0.2042999999999999,0.2113999999999976,nakamura_0521,65.0,82.0,2025-05-21 14:11:24
5月,4,20250521,8_20250521_141616_ni.txt,153.0,269.0,269.0,0.035937918215613,0.1051778906126809,0.0933505576208176,0.0555000000000021,0.0795999999999992,-0.2055000000000006,0.2047999999999987,nakamura_0521,56.0,75.0,2025-05-21 14:16:29
5月,4,20250521,9_20250521_142049_ni.txt,153.0,258.0,258.0,0.0458484496124028,0.110070779983261,0.1017732558139535,0.0650999999999975,0.0793500000000051,-0.2094999999999984,0.2098999999999975,nakamura_0521,58.0,80.0,2025-05-21 14:21:01
5月,4,20250521,10_20250521_142241_ni.txt,153.0,243.0,243.0,0.0351304526748974,0.1079064843311117,0.094682716049383,0.05210000000001,0.0780999999999991,-0.2060999999999957,0.2043000000000034,nakamura_0521,61.0,84.0,2025-05-21 14:23:00
5月,4,20250521,11_20250521_142432_ni.txt,127.0,288.0,288.0,0.0519305555555556,0.1800184189178749,0.0970534722222224,0.0200499999999976,0.0690500000000007,-0.3802999999999983,1.609099999999998,nakamura_0521,76.0,84.0,2025-05-21 14:24:43
